chromosome	start	end	segVal	sample
18	150001	23790000	2	IM_34
18	23790001	24150000	5.18475596930687	IM_34
18	24150001	55650000	2.15012180461785	IM_34
18	55650001	56820000	4.50344671489359	IM_34
18	56820001	78030000	2	IM_34
19	270001	4350000	2.22776331547444	IM_34
19	4350001	5880000	6.99141668875723	IM_34
19	5880001	9630000	2	IM_34
19	9630001	10050000	6.82764999883511	IM_34
19	10050001	10320000	1.63622711114491	IM_34
19	10320001	11040000	8.34968035421482	IM_34
19	11040001	12150000	2.16147801311508	IM_34
19	12150001	12300000	6.28547077681588	IM_34
19	12300001	13320000	2.37305144913419	IM_34
19	13320001	13740000	1.22268464453693	IM_34
19	13740001	14160000	8.23712025637115	IM_34
19	14160001	15300000	1.67253944362346	IM_34
19	15300001	16290000	6.66560555734638	IM_34
19	16290001	17730000	2.30638799630091	IM_34
19	17730001	19140000	7.95971153512964	IM_34
19	19140001	19470000	4.97941324539791	IM_34
19	19470001	19830000	2.65151137978986	IM_34
19	19830001	21750000	7.27004958843767	IM_34
19	21960001	24360000	1.69445186558945	IM_34
19	28320001	28830000	6.36071145209399	IM_34
19	28830001	29130000	1.3502365960584	IM_34
19	29130001	31590000	6.03807946371722	IM_34
19	31590001	33870000	1.73434126553951	IM_34
19	33870001	34830000	5.75131351158916	IM_34
19	34830001	35070000	2	IM_34
19	35070001	35850000	7.97910702921535	IM_34
19	35850001	36180000	3.99713172182533	IM_34
19	36180001	36630000	2	IM_34
19	36660001	37650000	7.28494682476327	IM_34
19	37650001	40920000	2	IM_34
19	40920001	41100000	7.19021008459586	IM_34
19	41100001	41820000	2	IM_34
19	41820001	42060000	7.23843814368924	IM_34
19	42090001	42600000	1.84293094287441	IM_34
19	42600001	43980000	0.0837575030677887	IM_34
19	43980001	44430000	5.03794811087209	IM_34
19	44430001	45870000	7.38585910130397	IM_34
19	45870001	46830000	13.9359908875653	IM_34
19	46830001	47250000	2.27273664396359	IM_34
19	47250001	47400000	16.51129501637	IM_34
19	47400001	47790000	2.73529770295819	IM_34
19	47790001	48960000	6.70685308839128	IM_34
19	48960001	49830000	4.03752588940265	IM_34
19	49830001	50250000	9.96152979261481	IM_34
19	50250001	53760000	1.87312684824688	IM_34
19	54000001	54750000	5.26206578787258	IM_34
19	54750001	56370000	2	IM_34
19	56370001	56610000	5.15749288291786	IM_34
19	56610001	57960000	1.76287031083869	IM_34
19	57960001	59100000	8.66932966345287	IM_34
20	60001	3e+07	3.70925927823463	IM_34
20	30000001	32070000	5.74963474461313	IM_34
20	32070001	33330000	7.6999534151629	IM_34
20	33330001	34830000	5.59775699077464	IM_34
20	34830001	37770000	3.86842235556964	IM_34
20	37770001	39330000	5.88121707640364	IM_34
20	39330001	39600000	4.11444267386601	IM_34
20	39600001	40260000	5.7815676757358	IM_34
20	40260001	43110000	4.25380712340793	IM_34
20	43110001	55890000	5.9474933422743	IM_34
20	55890001	56190000	8.53081336810857	IM_34
20	56190001	58410000	4.75592036185687	IM_34
20	58410001	58590000	6.54431419150356	IM_34
20	58590001	60570000	3.93828387490745	IM_34
20	60570001	60990000	6.01409300812857	IM_34
20	60990001	62910000	4.04186372291054	IM_34
21	15480001	48090000	3.265295525595	IM_34
22	17280001	25800000	3.17816378800061	IM_34
22	25830001	26340000	5.75635108825684	IM_34
22	26340001	36630000	3.20974089409201	IM_34
22	36630001	36990000	7.73819158284952	IM_34
22	36990001	41970000	3.58581201881275	IM_34
22	41970001	51180000	1.80755691685717	IM_34
1	840001	17520000	11.7101671814742	IM_35
1	17520001	19200000	-0.463703269218841	IM_35
1	19200001	23610000	10.5527995796893	IM_35
1	23610001	25590000	25.9692113715536	IM_35
1	25770001	28140000	11.9696969394162	IM_35
1	28140001	29100000	27.2921471041572	IM_35
1	29100001	59100000	11.0650606736232	IM_35
1	59100001	60180000	27.414603679532	IM_35
1	60180001	66660000	12.2561611953214	IM_35
1	66690001	66930000	35.1906376437101	IM_35
1	66930001	89430000	12.2431177854582	IM_35
1	89430001	90510000	31.7703345646008	IM_35
1	90510001	121350000	15.9373537167627	IM_35
1	145380001	145680000	41.0292084569142	IM_35
1	145680001	192450000	16.9104978929968	IM_35
1	192480001	192570000	45.0360273314531	IM_35
1	192570001	198480000	17.0484208783078	IM_35
1	198480001	199110000	40.0070232265917	IM_35
1	199110001	234660000	13.2668836488841	IM_35
1	234660001	235290000	42.3694833522506	IM_35
1	235290001	249210000	14.5178272797974	IM_35
2	30001	102300000	20.2221366952625	IM_35
2	102300001	102870000	82.4665919472635	IM_35
2	102870001	113820000	14.3169498449757	IM_35
2	113820001	114060000	46.3613212666707	IM_35
2	114420001	134850000	15.5293846645558	IM_35
2	134850001	135180000	36.1100562282307	IM_35
2	135180001	136650000	19.3831338821298	IM_35
2	136650001	137160000	41.3030828851707	IM_35
2	137160001	197010000	13.3990704656748	IM_35
2	197010001	197160000	36.0606327629075	IM_35
2	197160001	197910000	5.28437948557702	IM_35
2	197910001	198720000	23.8741076871065	IM_35
2	198720001	242850000	4.81188916005071	IM_35
2	242850001	2.43e+08	-16.7764997422343	IM_35
3	90001	4740000	9.63929562226524	IM_35
3	4740001	5070000	40.7729451282685	IM_35
3	5070001	30210000	14.0631913099173	IM_35
3	30210001	30750000	32.7126224032091	IM_35
3	30750001	47970000	12.8321744910916	IM_35
3	47970001	48510000	46.5567026022471	IM_35
3	48510001	56580000	11.0393668876659	IM_35
3	56580001	57360000	34.0993730106014	IM_35
3	57360001	100950000	15.5700955272487	IM_35
3	100950001	101970000	33.130215471489	IM_35
3	101970001	105390000	14.8402254447221	IM_35
3	105390001	105930000	39.144179197483	IM_35
3	105930001	107280000	17.5605831826727	IM_35
3	107280001	107970000	34.0993730106014	IM_35
3	108000001	112050000	19.1145207951106	IM_35
3	112050001	113490000	47.1979297605729	IM_35
3	113490001	1.41e+08	16.42944049356	IM_35
3	141000001	141300000	46.1661969964243	IM_35
3	141300001	151890000	21.4438715436195	IM_35
3	151890001	152130000	57.9655901832951	IM_35
3	152130001	197820000	20.1222073283712	IM_35
4	90001	6570000	13.7304669794025	IM_35
4	6570001	7020000	27.6906281087302	IM_35
4	7020001	38070000	15.5429528276133	IM_35
4	38070001	38430000	60.3876299793186	IM_35
4	38460001	4.8e+07	19.0157514089645	IM_35
4	48000001	48930000	32.4883594591329	IM_35
4	48930001	190800000	7.53836335324945	IM_35
5	60001	142140000	10.2470745445969	IM_35
5	142140001	142800000	24.2451793664331	IM_35
5	142800001	180690000	6.17946078176993	IM_35
6	210001	2760000	12.8584546409422	IM_35
6	2760001	3180000	32.8249100265014	IM_35
6	3180001	13350000	11.554857232026	IM_35
6	13350001	13740000	27.875026806097	IM_35
6	13740001	24660000	10.0819844278216	IM_35
6	24660001	25500000	23.504363824567	IM_35
6	25500001	26010000	8.92391573877306	IM_35
6	26010001	26580000	39.9391494814481	IM_35
6	26580001	30420000	10.031259702047	IM_35
6	30420001	33390000	25.2311884939541	IM_35
6	33390001	143070000	11.6454175236674	IM_35
6	143070001	143280000	43.8447568492062	IM_35
6	143280001	170910000	11.1421930196599	IM_35
7	30001	3e+07	10.10735953775	IM_35
7	30000001	30690000	22.6223960469636	IM_35
7	30690001	159120000	8.4632408581452	IM_35
8	180001	6930000	7.03781572788473	IM_35
8	8100001	9600000	19.8230438327141	IM_35
8	9600001	11580000	8.53774731370367	IM_35
8	11580001	12630000	36.6053425123582	IM_35
8	12630001	26130000	10.9366767241108	IM_35
8	26130001	26250000	36.4730792133206	IM_35
8	26250001	27120000	9.5007023550401	IM_35
8	27120001	30660000	22.6663127905073	IM_35
8	30660001	39240000	10.4252654329206	IM_35
8	39240001	39390000	-27.6221030103601	IM_35
8	39390001	39720000	10.0185838318705	IM_35
8	39720001	40080000	24.7968022612043	IM_35
8	40080001	73920000	13.2668836488841	IM_35
8	73920001	74430000	37.8519234684357	IM_35
8	74430001	90720000	14.9075457558288	IM_35
8	90720001	91020000	32.3923742392261	IM_35
8	91020001	95880000	14.6385831874311	IM_35
8	95880001	96300000	31.8499026577517	IM_35
8	96300001	101250000	15.217903278128	IM_35
8	101250001	101550000	43.0618176475857	IM_35
8	101550001	102960000	20.2221366952625	IM_35
8	102960001	104430000	45.3353799082208	IM_35
8	104430001	128880000	31.8021554283406	IM_35
8	128880001	130020000	53.2598074897664	IM_35
8	130020001	146310000	27.2462609427549	IM_35
9	210001	34320000	13.5712309412782	IM_35
9	34320001	34680000	40.4830912216692	IM_35
9	34680001	134010000	12.5567459860675	IM_35
9	134010001	134640000	31.913595373396	IM_35
9	134640001	1.41e+08	9.51329112043536	IM_35
10	120001	5430000	14.6117336697423	IM_35
10	5430001	6180000	35.3870950420108	IM_35
10	6180001	63480000	12.6353442418371	IM_35
10	63480001	64020000	44.1591371252437	IM_35
10	64020001	111570000	17.2557037013104	IM_35
10	111600001	112800000	30.2843397437793	IM_35
10	112800001	130890000	8.63720822683246	IM_35
10	130890001	131460000	30.520207806575	IM_35
10	131460001	135420000	8.52532425984345	IM_35
11	210001	34590000	22.7102486546128	IM_35
11	34590001	35430000	42.317695310793	IM_35
11	35430001	36300000	27.0171169441692	IM_35
11	36300001	36720000	45.2120427247528	IM_35
11	36720001	61710000	23.578206371732	IM_35
11	61710001	62640000	83.225449863633	IM_35
11	62640001	65040000	25.5769721681335	IM_35
11	65040001	67290000	46.2016550159073	IM_35
11	67290001	94440000	24.6772860033229	IM_35
11	94470001	96150000	44.7724025865397	IM_35
11	96150001	100590000	20.9389453096177	IM_35
11	100590001	101160000	56.691416132128	IM_35
11	101160001	112680000	26.1204550148729	IM_35
11	112680001	115050000	4.84720802433448	IM_35
11	115050001	115260000	21.1117696936146	IM_35
11	115260001	128070000	7.33038581650379	IM_35
11	128070001	128610000	23.3715810836023	IM_35
11	128610001	134940000	3.36877113666531	IM_35
12	180001	1.8e+07	7.85763424407722	IM_35
12	18000001	24270000	22.549243964528	IM_35
12	24270001	25440000	37.4517173642929	IM_35
12	25440001	26160000	25.4565721153987	IM_35
12	26160001	27720000	37.4683681868033	IM_35
12	27720001	4.8e+07	15.0828271320086	IM_35
12	48000001	48300000	57.6604430140685	IM_35
12	48300001	53580000	15.0153687279561	IM_35
12	53580001	53940000	35.4526488256639	IM_35
12	53940001	55980000	12.5960355536714	IM_35
12	56010001	57060000	39.2622815960494	IM_35
12	57060001	89430000	14.1032074588671	IM_35
12	89430001	90390000	30.5359493401495	IM_35
12	90390001	133830000	7.19613929031294	IM_35
13	19530001	77430000	16.4157342375567	IM_35
13	77430001	78540000	28.7550984613284	IM_35
13	78540001	99690000	14.6923077168912	IM_35
13	99690001	100230000	32.905179206916	IM_35
13	100230001	114270000	14.0365244998183	IM_35
13	114270001	115110000	36.4730792133206	IM_35
14	20190001	107310000	9.65190775723596	IM_35
15	22320001	40200000	9.22428701657977	IM_35
15	40200001	40680000	29.6889466964379	IM_35
15	40680001	70290000	13.6110112699666	IM_35
15	70290001	71370000	28.6311632291795	IM_35
15	71370001	93330000	11.3611500078548	IM_35
15	93330001	93510000	49.6451917020309	IM_35
15	93510001	102390000	8.91142682520019	IM_35
16	90001	56640000	11.3869500191551	IM_35
16	56640001	57780000	24.7519677306973	IM_35
16	57780001	66510000	7.73466778705626	IM_35
16	66540001	68640000	20.0081298080499	IM_35
16	68640001	71460000	3.62242450863423	IM_35
16	71490001	71970000	16.8829387900169	IM_35
16	71970001	90150000	1.7674973868936	IM_35
17	1	5490000	7.30595823663463	IM_35
17	5490001	6420000	-3.23440013494904	IM_35
17	6420001	77040000	7.63644758593335	IM_35
17	77040001	77700000	-5.43020544453077	IM_35
17	77700001	81090000	9.77814595482037	IM_35
18	150001	23790000	6.19147593031316	IM_35
18	23790001	24150000	31.199012179976	IM_35
18	24150001	42210000	5.61714524397555	IM_35
18	42240001	42420000	27.215680791021	IM_35
18	42420001	55650000	7.07432006699604	IM_35
18	55650001	56820000	27.6752753599109	IM_35
18	56820001	60780000	7.71009998973436	IM_35
18	60780001	60990000	26.6666912225021	IM_35
18	60990001	72240000	5.27252579955509	IM_35
18	72270001	73020000	17.0898392017848	IM_35
18	73020001	78030000	3.78437566652484	IM_35
19	270001	4320000	4.50659327534394	IM_35
19	4320001	5310000	26.1053210902601	IM_35
19	5310001	5580000	6.31174426362271	IM_35
19	5580001	5880000	24.8865286839034	IM_35
19	5880001	9630000	1.57728922551981	IM_35
19	9630001	10050000	24.2154447684292	IM_35
19	10050001	10320000	2	IM_35
19	10320001	11040000	30.9775748300228	IM_35
19	11040001	13830000	5.17777279362671	IM_35
19	13830001	14160000	39.2116535353369	IM_35
19	14160001	15300000	0.230279643439081	IM_35
19	15300001	15570000	33.484685191963	IM_35
19	15570001	17850000	10.10735953775	IM_35
19	17850001	21720000	25.3513336058659	IM_35
19	21720001	28350000	0.602497494216341	IM_35
19	28350001	28830000	17.866490925355	IM_35
19	28830001	29130000	-5.0582765266864	IM_35
19	29130001	31590000	15.4751332573947	IM_35
19	31590001	33840000	-1.99334820797309	IM_35
19	33840001	35100000	11.8917487827455	IM_35
19	35100001	35850000	35.5018364707257	IM_35
19	35850001	36630000	7.36704312010899	IM_35
19	36660001	37650000	23.578206371732	IM_35
19	37650001	41790000	3.95835684450669	IM_35
19	41790001	42060000	38.0190371779946	IM_35
19	42090001	43980000	-2.24400602527029	IM_35
19	43980001	45870000	22.3738956663821	IM_35
19	45870001	46710000	72.4045025598637	IM_35
19	46740001	47250000	8.84901412493873	IM_35
19	47250001	47400000	78.0317019366142	IM_35
19	47400001	49830000	17.4218741298237	IM_35
19	49830001	50400000	34.6845386819219	IM_35
19	50400001	54600000	2.40973474823102	IM_35
19	54600001	54750000	40.3469018339554	IM_35
19	54750001	57120000	3.90031000584126	IM_35
19	57120001	57690000	-7.58809149343284	IM_35
19	57690001	57960000	4.76482708410169	IM_35
19	57960001	59100000	34.1480316534552	IM_35
20	60001	29970000	12.9505020873851	IM_35
20	29970001	32070000	43.8098681975614	IM_35
20	32070001	32910000	61.5723219260755	IM_35
20	32910001	40350000	30.8038804604669	IM_35
20	40350001	43080000	12.7402608885808	IM_35
20	43080001	51540000	26.8798599917586	IM_35
20	51540001	54180000	44.807524933939	IM_35
20	54180001	55920000	28.8946881222706	IM_35
20	55950001	56340000	51.0115948449775	IM_35
20	56340001	57840000	25.1411688893084	IM_35
20	57840001	58410000	8.38881088483364	IM_35
20	58410001	58800000	25.1711669261629	IM_35
20	58800001	60510000	5.31995329068391	IM_35
20	60510001	61590000	17.9640408445638	IM_35
20	61590001	62100000	3.61087250258635	IM_35
20	62100001	62910000	22.9742653710417	IM_35
21	15480001	48090000	16.0191769739449	IM_35
22	17280001	32370000	13.664081451314	IM_35
22	32370001	35640000	1.17652225156618	IM_35
22	35640001	36690000	14.9749191796069	IM_35
22	36690001	36960000	62.5884650588899	IM_35
22	36960001	47760000	9.349802881832	IM_35
22	47760001	50280000	-4.44485916314991	IM_35
22	50280001	51180000	11.7749699519525	IM_35
1	840001	2520000	2.70684896610522	IM_37
1	2520001	6240000	1.76744537187852	IM_37
1	6240001	17400000	2.51083538669364	IM_37
1	17400001	19200000	1.73207074314301	IM_37
1	19200001	23850000	2.4000661147619	IM_37
1	23850001	25530000	3.53034098119417	IM_37
1	25530001	29640000	2.69115846076426	IM_37
1	29640001	31140000	1.65343945292168	IM_37
1	31140001	32340000	2.4451404108074	IM_37
1	32340001	36960000	3.51281845802208	IM_37
1	36960001	38310000	2.30600239618433	IM_37
1	38310001	41700000	3.91540992424422	IM_37
1	41700001	112920000	2.39707299706984	IM_37
1	112920001	147390000	3.28839134230239	IM_37
1	149040001	149220000	0.94898988530789	IM_37
1	149850001	152040000	4.08067815138149	IM_37
1	152040001	153450000	3.03061952949336	IM_37
1	153450001	156780000	4.00384386599908	IM_37
1	156780001	160980000	2.94989830883641	IM_37
1	160980001	161190000	4.18201043563484	IM_37
1	161190001	234570000	3.18020021013407	IM_37
1	234570001	235500000	4.13934455674973	IM_37
1	235500001	249210000	2.80389314509598	IM_37
2	30001	330000	2.69011374211682	IM_37
2	330001	4380000	2	IM_37
2	4380001	136650000	2.75625205152397	IM_37
2	136650001	137160000	3.87881395028796	IM_37
2	137160001	242850000	2.58338814202327	IM_37
2	242850001	2.43e+08	0.894720733684951	IM_37
3	90001	30180000	2.43911127217933	IM_37
3	30180001	30780000	3.20149279422646	IM_37
3	30780001	93570000	2.29226579662619	IM_37
3	93660001	107250000	3.53736034641845	IM_37
3	107250001	107970000	4.64147483656156	IM_37
3	108000001	141030000	3.40961223897513	IM_37
3	141030001	141330000	4.5994355751706	IM_37
3	141330001	151860000	3.64573163933535	IM_37
3	151860001	152190000	4.65069336289428	IM_37
3	152190001	168570000	3.45931334577815	IM_37
3	168570001	169530000	5.24075071797535	IM_37
3	169530001	176730000	4.09188403487691	IM_37
3	176730001	177660000	5.03695274767901	IM_37
3	177660001	184500000	3.80244395690771	IM_37
3	184500001	186480000	6.84319707141772	IM_37
3	186480001	186810000	8.73505350343457	IM_37
3	186840001	187440000	6.93438076591183	IM_37
3	187440001	188220000	8.43051649718928	IM_37
3	188220001	192420000	4.19207708184191	IM_37
3	192420001	192750000	7.29011662956294	IM_37
3	192750001	193290000	3.89221529633632	IM_37
3	193290001	193860000	5.01513620155551	IM_37
3	193860001	195180000	8.26046505149133	IM_37
3	195240001	197820000	4.15939894664626	IM_37
4	90001	630000	4.70352517365447	IM_37
4	630001	2970000	5.91181991798661	IM_37
4	2970001	4740000	4.27045029507851	IM_37
4	4740001	6630000	2.30993305660405	IM_37
4	6630001	7080000	3.34191231723997	IM_37
4	7080001	8640000	2.23181956415463	IM_37
4	8640001	9810000	1.42800090555417	IM_37
4	9810001	19620000	2.40605678841263	IM_37
4	19620001	38010000	1.68211632638236	IM_37
4	38010001	40500000	2.51795165407237	IM_37
4	40500001	42150000	3.47439909619757	IM_37
4	42150001	47130000	2.52813172264854	IM_37
4	47130001	48060000	3.50348823531285	IM_37
4	48060001	54990000	4.62306194779214	IM_37
4	54990001	55980000	3.34991459413954	IM_37
4	55980001	57360000	4.43941411888507	IM_37
4	57360001	57720000	3.44657017823099	IM_37
4	57720001	58470000	4.76593862670871	IM_37
4	58470001	59880000	5.78631428584631	IM_37
4	59880001	60300000	2.67654735830243	IM_37
4	60300001	60930000	6.03410032752883	IM_37
4	60930001	64680000	3.29293218219175	IM_37
4	64680001	65010000	2.27953923148378	IM_37
4	65010001	65580000	4.61649372415042	IM_37
4	65580001	190800000	2.32666770526159	IM_37
5	60001	480000	2	IM_37
5	480001	7860000	1.40176844852755	IM_37
5	7860001	91290000	2.17968768447787	IM_37
5	91290001	92010000	3.70879455873779	IM_37
5	92010001	102300000	2.70056832570222	IM_37
5	102300001	180690000	1.73824231725342	IM_37
6	210001	2730000	2.10618053744547	IM_37
6	2730001	20550000	2.89263768332386	IM_37
6	20550001	21390000	5.13014253868375	IM_37
6	21390001	26610000	3.67542076634507	IM_37
6	26610001	36270000	2.57825167031596	IM_37
6	36270001	41370000	4.93099455675949	IM_37
6	41370001	43110000	8.52568567291483	IM_37
6	43110001	47760000	3.09894384958935	IM_37
6	47760001	111990000	2.21922548948973	IM_37
6	111990001	112590000	3.36938222875135	IM_37
6	112590001	170910000	2.28932643127426	IM_37
7	30001	330000	7.05152141614184	IM_37
7	330001	720000	2	IM_37
7	720001	2700000	4.24509957368636	IM_37
7	2700001	98040000	2.4511754671243	IM_37
7	98040001	98460000	1.52198095458701	IM_37
7	98460001	117240000	2.48245086349878	IM_37
7	117240001	117450000	3.62796747720303	IM_37
7	117450001	118080000	11.0704435071189	IM_37
7	118080001	130560000	2.48346237733672	IM_37
7	130560001	130710000	4.06700015338071	IM_37
7	130710001	155580000	2.29030605534466	IM_37
7	155610001	156420000	1.54221156010623	IM_37
7	156420001	157230000	2.16912699344429	IM_37
7	157230001	158370000	1.52534614696374	IM_37
7	158370001	159120000	2.200868736574	IM_37
8	180001	1950000	0.672051664686108	IM_37
8	1980001	3180000	1.88604769124756	IM_37
8	3180001	13890000	0.954036112260665	IM_37
8	13890001	17610000	1.67079800679932	IM_37
8	17610001	18090000	2.59985246736782	IM_37
8	18090001	19410000	1.70571237084868	IM_37
8	19410001	34860000	0.945390368891832	IM_37
8	34860001	39240000	2.18064873358058	IM_37
8	39240001	39390000	-0.293517894758084	IM_37
8	39390001	142440000	3.03171652105872	IM_37
8	142440001	144330000	2.22503468734992	IM_37
8	144330001	146310000	3.51281845802208	IM_37
9	210001	137340000	2.61635887405511	IM_37
9	137370001	139230000	1.80397731972933	IM_37
9	139230001	1.41e+08	2.67446268803466	IM_37
10	120001	38430000	4.21602753011657	IM_37
10	38460001	132330000	2.68176191062614	IM_37
10	132330001	135060000	1.89514942541617	IM_37
10	135060001	135420000	2.76047333621694	IM_37
11	210001	870000	3.58901650966602	IM_37
11	870001	28290000	2.12042367472874	IM_37
11	28290001	48180000	2.99014640088714	IM_37
11	48180001	50220000	1.89697174481283	IM_37
11	55080001	56370000	2.81346130820993	IM_37
11	56370001	134940000	2	IM_37
12	180001	19890000	4.08067815138149	IM_37
12	19890001	20190000	5.68505605489336	IM_37
12	20190001	23730000	3.79399867524772	IM_37
12	23730001	2.4e+07	4.83809596535886	IM_37
12	24000001	24870000	14.8985523521169	IM_37
12	24870001	25440000	17.774900153586	IM_37
12	25440001	25680000	12.2294313284757	IM_37
12	25680001	26130000	8.29468901851146	IM_37
12	26130001	26790000	14.3299656871237	IM_37
12	26790001	33120000	4.56409587723716	IM_37
12	33120001	89400000	3.61614524997878	IM_37
12	89400001	89850000	4.48339898485648	IM_37
12	89850001	125490000	3.25441887705719	IM_37
12	125490001	130530000	2.47537486928009	IM_37
12	130530001	130770000	3.85207092822021	IM_37
12	130770001	133050000	2.33949684367692	IM_37
12	133050001	133830000	3.38545006894484	IM_37
13	19530001	19860000	0.97357558103956	IM_37
13	19860001	107970000	2	IM_37
13	107970001	111960000	2.77103805456653	IM_37
13	111960001	114090000	2	IM_37
13	114090001	115110000	2.88833486602935	IM_37
14	20190001	68430000	1.76922100728559	IM_37
14	68430001	68910000	2.55365381044615	IM_37
14	68910001	69270000	3.82903870799442	IM_37
14	69270001	81630000	2.47941730826645	IM_37
14	81630001	82020000	3.32137201933907	IM_37
14	82020001	107310000	2.24055481256689	IM_37
15	22320001	85920000	1.78701352501018	IM_37
15	85920001	86340000	2.42105936242805	IM_37
15	86340001	102390000	1.7621224107832	IM_37
16	90001	90150000	1.54728400570809	IM_37
17	1	3510000	2.65676953816821	IM_37
17	3510001	4680000	4.511961038716	IM_37
17	4680001	5400000	7.46697078732219	IM_37
17	5430001	6330000	5.69514563214462	IM_37
17	6330001	7440000	7.69037143060164	IM_37
17	7440001	12210000	1.07756194872954	IM_37
17	12210001	16560000	2	IM_37
17	16770001	18900000	1.30569337327151	IM_37
17	18900001	20190000	3.39809740280913	IM_37
17	20190001	31290000	2.53934878400062	IM_37
17	31290001	33270000	1.82369374384203	IM_37
17	33270001	44160000	2.57722486911523	IM_37
17	44160001	44280000	6.05039114952474	IM_37
17	44790001	57630000	2.41805588878055	IM_37
17	57690001	58170000	3.42807016793169	IM_37
17	58200001	71370000	2.53934878400062	IM_37
17	71370001	72750000	1.84709754561176	IM_37
17	72750001	77040000	2.57619823229475	IM_37
17	77040001	77730000	1.68822231277499	IM_37
17	77730001	81090000	2.534247654046	IM_37
18	150001	29880000	2.74360397794857	IM_37
18	29880001	30810000	4.06948558268592	IM_37
18	30810001	31800000	3.40039905500037	IM_37
18	31800001	78030000	2.38113468850945	IM_37
19	270001	6720000	1.53630118620521	IM_37
19	6720001	10200000	2.74992505589186	IM_37
19	10200001	1.2e+07	4.3175224686224	IM_37
19	12030001	12720000	6.37127914093561	IM_37
19	12720001	13320000	8.2041392564324	IM_37
19	13320001	13830000	4.36481967872176	IM_37
19	13830001	14640000	5.92649249866008	IM_37
19	14640001	17160000	2.96836273081266	IM_37
19	17160001	24360000	4.02361157674823	IM_37
19	28320001	28560000	2.28540957879513	IM_37
19	28560001	30090000	3.30884583371538	IM_37
19	30090001	30540000	4.56278930085936	IM_37
19	30540001	31110000	3.1300071132576	IM_37
19	31110001	32190000	4.04342136884012	IM_37
19	32190001	34440000	6.05187311962402	IM_37
19	34440001	34980000	8.96986846436016	IM_37
19	34980001	41310000	3.87881395028796	IM_37
19	41400001	57720000	2.48346237733672	IM_37
19	57720001	59100000	3.20261510034956	IM_37
20	60001	55800000	2.96184045144942	IM_37
20	55800001	56190000	4.39176414877983	IM_37
20	56190001	62910000	2.72887780931521	IM_37
21	15480001	48090000	2	IM_37
22	17280001	19770000	1.58807660732057	IM_37
22	19770001	22440000	3.16231563947225	IM_37
22	22440001	48510000	1.664715033641	IM_37
22	48510001	51180000	0.683851536197028	IM_37
1	840001	249210000	3.87891781904304	IM_38
2	30001	242850000	3.43201862784499	IM_38
2	242850001	2.43e+08	0.792801353541582	IM_38
3	90001	90210000	3.08036658848659	IM_38
3	93540001	197820000	4.88526484149765	IM_38
4	90001	3030000	7.23366756008846	IM_38
4	3030001	4740000	3.96886508984946	IM_38
4	4740001	40590000	2.11068839419967	IM_38
4	40590001	42120000	4.25296446630899	IM_38
4	42120001	47970000	3.21427747113354	IM_38
4	47970001	65010000	4.70534739758252	IM_38
4	65010001	65580000	8.28413562769244	IM_38
4	65580001	190800000	2.9015505371094	IM_38
5	60001	91110000	2.49795703706759	IM_38
5	91110001	97440000	3.51693459916335	IM_38
5	97440001	98550000	5.01088092665659	IM_38
5	98550001	102300000	3.10389029591318	IM_38
5	102300001	174630000	2	IM_38
5	174630001	180690000	2.87650166447431	IM_38
6	210001	37050000	3.1078153981845	IM_38
6	37050001	39420000	6.32472082620173	IM_38
6	39420001	40770000	7.82834585883463	IM_38
6	40770001	41130000	11.064878559924	IM_38
6	41130001	42450000	15.5499861653944	IM_38
6	42450001	42750000	11.1547741003553	IM_38
6	42750001	43560000	7.7263161020827	IM_38
6	43560001	45120000	5.56527167331551	IM_38
6	45120001	45930000	4.03618696800975	IM_38
6	45930001	170910000	3.25593163402873	IM_38
7	30001	330000	12.5944711197794	IM_38
7	330001	2670000	6.70798044507522	IM_38
7	2670001	117450000	2.80359226517636	IM_38
7	117450001	118050000	7.81523789427629	IM_38
7	118050001	159120000	2.93438843471034	IM_38
8	180001	1950000	1.22337232429058	IM_38
8	1980001	3240000	2.57826291907308	IM_38
8	3240001	13890000	1.07189233281536	IM_38
8	13890001	17760000	2	IM_38
8	17760001	1.8e+07	4.06785700834929	IM_38
8	18000001	19380000	2.41270409760909	IM_38
8	19380001	34800000	1.1424455176276	IM_38
8	34800001	39240000	2.83423458471963	IM_38
8	39240001	39390000	-2.88898173313612	IM_38
8	39390001	43320000	4.99737401360152	IM_38
8	43350001	137790000	3.93951490859266	IM_38
8	137790001	140610000	3.06275407739311	IM_38
8	140610001	146310000	4.08054520413609	IM_38
9	210001	38790000	4.11443676779885	IM_38
9	71040001	1.41e+08	2.41455021536172	IM_38
10	120001	38310000	5.71737419100783	IM_38
10	38400001	135420000	2.72924514582416	IM_38
11	210001	28170000	2.90926877314087	IM_38
11	28170001	29130000	5.52571427225058	IM_38
11	29130001	37920000	4.47090037266799	IM_38
11	37920001	38880000	6.25191072359908	IM_38
11	38880001	50220000	3.5820117313862	IM_38
11	55080001	56370000	4.68107624228991	IM_38
11	56370001	134940000	2.18807431273973	IM_38
12	180001	24240000	5.69858085002018	IM_38
12	24240001	24600000	3.77714174933199	IM_38
12	24600001	45810000	5.8376636490882	IM_38
12	45810001	133830000	3.73169653470412	IM_38
13	19530001	107970000	2	IM_38
13	107970001	109320000	4.9861270613001	IM_38
13	109320001	114030000	3.86641412292234	IM_38
13	114030001	115110000	4.99287427174519	IM_38
14	20190001	107310000	2.37033179538859	IM_38
